"	LoanAmount	CreationDate	fpd_15	data.Request.Input.CB2.MaxDPD	data.Request.Input.CB2.Labelling	data.Request.Input.CB2.CurrentDPD	data.Request.Input.CB2.Outstandingloan	data.Request.Input.CB1.MaxDPD	data.Request.Input.CB1.Labelling	data.Request.Input.CB1.CurrentDPD	data.Request.Input.CB1.Outstandingloan	data.Request.Input.Customer.EducationStatus	data.Request.Input.Customer.TotalExistingExposure	data.Request.Input.Customer.Income.Final	data.Request.Input.Customer.Gender	data.Request.Input.Customer.NumberOfChildren	data.Request.Input.Customer.AddressLGA	data.Request.Input.Customer.Employment.EmployerLGA	data.Request.Input.Customer.Employment.IndustrySector	data.Request.Input.Customer.Employment.BusinessSector	data.Request.Input.Customer.Employment.NumberOfEmployees	data.Request.Input.Customer.DateOfBirth	data.Request.Input.Customer.ResidentialStatus	data.Request.Input.Customer.MaritalStatus	data.Request.Input.Customer.ExistingCustomer	data.Request.Input.Customer.TimeAtAddressMM	data.Request.Input.SalaryService.MonthlyElectricitySpending4	data.Request.Input.SalaryService.MinimumBalance	data.Request.Input.SalaryService.MinimumCredit	data.Request.Input.SalaryService.AvgNumDebitMn	data.Request.Input.SalaryService.MonthlyCashFlow2	data.Request.Input.SalaryService.MonthlyCashFlow3	data.Request.Input.BVN.StateOfOrigin	data.Request.Input.PrevApplication.LoanAmount	data.Request.Input.PrevApplication.LoanTerm	data.Request.Input.PrevApplication.InterestRate	data.Request.Input.Application.RequestedLoanTerm	data.Request.Input.SalaryService.OpeningBalance",,,
"1864	250000.0	2023-07-12	1	0.0	Near-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	322000.0	1571000.0	0		Agege	Abuja Municipal	Parliamentary/politics	Wholesale and retail trade		1979-08-30	Renting	Married	0			-373100.0	200.0	150.0			Kano State				18.0	0.0",,,
"1865	1180000.0	2023-10-06	0	0.0	NTC	0.0	0.0	30.0	Sub-Prime	30.0	1370000.0	Post Graduate	1129000.0	5740000.0	0		Lagos Mainland	Bwari	Power generation/power plants	Online		1985-11-10	Renting	Widowed	0			-262300.0	100.0	160.0			Delta State				13.0	",,,
"1866	200000.0	2023-05-06	1	0.0	Sub-Prime	0.0			Near-Prime			Secondary	333000.0	2807000.0	0		Ijebu Ode	Ibeju/Lekki	Fishing	Online	5.0	1998-12-27	With Friends	Widowed	0								Bayelsa State				13.0	",,,
"1867	180000.0	2023-03-19	1	0.0	Sub-Prime	0.0		0.0	Prime	0.0	0.0	Secondary	209000.0	1700000.0	0		Port Harcourt	Lagos Mainland	Retail trade	Education	3.0	1982-07-05	Renting	Married	0		0.0	0.0	1100.0	20.0	20000.0	-22000.0	Imo State				10.0	",,,
"1868	340000.0	2023-11-07	0		Prime				Near-Prime			Graduate	633000.0	5554000.0	0	0.0	Eleme	Ifako-Ijaye	Asset management	Online		1994-10-30	Renting	Single	1	48.0							Delta State	340000.0	3.0	16.0	12.0	",,,
"1869	200000.0	2023-05-18	1	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	263000.0	2490000.0	0		Port Harcourt	Shomolu	Oil - Midstream/oil servicing	General		1990-02-25	With Relatives	Divorced	0								Imo State				11.0	",,,
"1870	710000.0	2023-05-30	1		Near-Prime				NTC			HND	693000.0	3584000.0	0		Eti-Osa	Ijebu Ode	Commercial bank	Government		1994-01-20	With Friends	Single	0			-2100.0	400.0	100.0			Enugu State				17.0	6000.0",,,
"1871	150000.0	2023-06-14	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	206000.0	898000.0	1		Lagos Island	Lagos Mainland	Fabricated metal products	Wholesale and retail trade		1992-04-05	Renting	Married	0		0.0	100.0	100.0	130.0	-13000.0	-21000.0	Imo State				14.0	13000.0",,,
"1872	140000.0	2023-05-18	1	0.0	NTC	0.0	830000.0	0.0	Near-Prime	0.0	0.0	Post Graduate	140000.0	739000.0	0		Ijebu Ode	Eleme	Lending	Finance		1995-03-29	Renting	Widowed	0								OYO State				17.0	",,,
"1873	3230000.0	2023-08-10	0		Near-Prime		0.0	0.0	NTC	0.0	0.0	Graduate	3192000.0	12639000.0	0		Ijebu Ode	Akure North	Courier/freight/delivery	Transportation and storage		1999-07-06	Renting	Married	0								DELTA State				15.0	",,,
"1874	290000.0	2023-10-30	0	0.0	NTC	0.0	0.0		Sub-Prime		0.0	Graduate	508000.0	2592000.0	1		Oshodi-Isolo	Epe	Other waste management services	General		1993-08-16	With Relatives	Married	0	13.0							Taraba State				17.0	",,,
"1875	1350000.0	2023-06-15	0	0.0	NTC	0.0	180000.0		Near-Prime		0.0	Graduate	2494000.0	10192000.0	1		Ijebu Ode	Ibadan Central	Fishing	Education	0.0	1994-07-14	Renting	Widowed	0	4.0							Kebbi State				16.0	",,,
"1876	180000.0	2023-06-20	1	0.0	NTC	0.0	20000.0		NTC		0.0	Post Graduate	226000.0	1867000.0	0		Ojo	Abaji	Advertising and market research	General		1994-09-22	With Friends	Married	0								Yobe State				13.0	",,,
"1877	280000.0	2023-02-09	1	0.0	NTC	0.0	200000.0	0.0	Near-Prime	0.0	0.0	Post Graduate	219000.0	793000.0	0	0.0	Ijebu Ode	Oshodi-Isolo	Waste collection"," treatment and disposal	Construction	6.0	1988-07-14	With Relatives	Married	1	69.0							kaduna State	160000.0	23.0	31.0	26.0	",,
"1878	130000.0	2023-06-06	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	105000.0	964000.0	0		Surulere	Ojo	Publishing activities	Human health and social work activities	0.0	1981-02-13	Renting	Married	0		0.0	1800.0	0.0	30.0	4000.0	23000.0	Rivers State				12.0	27000.0",,,
"1879	230000.0	2023-06-21	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	229000.0	1694000.0	1		Gwagwalada	Oshodi-Isolo	Parliamentary/politics	Waste Management Activities		1994-02-13	With Friends	Widowed	0								Nasarawa State				12.0	",,,
"1880	870000.0	2023-03-04	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0		Secondary	1190000.0	5232000.0	1	2.0	Eti-Osa	Amuwo-Odofin	Wholesale trade	Agriculture		1987-03-03	With Friends	Widowed	1	409.0							Katsina State	112000.0	10.0	6.0	20.0	",,,
"1881	120000.0	2023-02-07	1	0.0	Sub-Prime	0.0	40000.0	0.0	Sub-Prime	0.0	40000.0	HND	137000.0	970000.0	0		Ikeja	Epe	Transport related	Finance	1.0	1990-09-19	With Friends	Widowed	0								Kebbi State				24.0	",,,
"1882	2880000.0	2023-06-28	0		NTC				Sub-Prime			Graduate	3826000.0	12796000.0	0	2.0	Amuwo-Odofin	Ijebu Ode	Charity	Administrative and support service activities	3.0	1980-07-20	Owner	Divorced	1	181.0							Kano State	1126000.0	16.0	11.0	14.0	",,,
"1883	1950000.0	2023-08-10	0		NTC		0.0	0.0	Prime	0.0	0.0	Graduate	2205000.0	10714000.0	0		Shomolu	Ikeja	Transport related	Utilities		1985-04-12	Owner	Widowed	0								Bauchi State				3.0	",,,
"1884	700000.0	2023-06-22	1	0.0	Near-Prime	92.0	80000.0	0.0	Sub-Prime	0.0	0.0	HND	913000.0	4227000.0	0	3.0	Bwari	Shagamu	Microfinance bank	Administrative and support service activities	0.0	1973-11-01	With Friends	Married	1	423.0							Yobe State	57000.0	1.0	27.0	15.0	",,,
"1885	830000.0	2023-04-18	0	0.0	NTC	0.0			Near-Prime			Post Graduate	3115000.0	23897000.0	1		Ijebu Ode	Bwari	Confectionaries	Consumer Goods			Owner	Widowed	0								Gombe State				12.0	",,,
"1886	180000.0	2023-06-03	1	0.0	NTC	1128.0	10000.0	0.0	Prime	0.0	0.0	Graduate	248000.0	992000.0	1		Ajeromi-Ifelodun	Epe	Other mining and quarrying	Services		1991-05-11	With Relatives	Widowed	0								Niger State				19.0	",,,
"1887	1470000.0	2023-02-21	0	0.0	Sub-Prime	0.0		0.0	Near-Prime	0.0		Graduate	1606000.0	6156000.0	1		Eti-Osa	Ojo	Remediation activities	Real estate activities		1979-12-12	Renting	Widowed	0		0.0	100.0	0.0	240.0	686000.0	90000.0	ABIA State				41.0	",,,
"1888	1930000.0	2023-08-01	0		Near-Prime		0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	1626000.0	10237000.0	1		Abeokuta South	Mushin	Fishing	Arts"," entertainment and recreation	2.0	1999-01-17	With Friends	Widowed	0	2.0	0.0	200.0	100.0	320.0	-116000.0	54000.0	Cross River State				3.0	289000.0",,
"1889	1010000.0	2023-04-26	0	0.0	Sub-Prime	0.0		0.0	NTC	0.0	0.0	Graduate	1741000.0	9127000.0	0	0.0	Ojo	Gwagwalada	Building materials	Administrative and support service activities	5.0	1994-06-13	Renting	Divorced	1	23.0		200.0	100.0	70.0			Osun State	1627000.0	29.0	9.0	12.0	",,,
"1890	210000.0	2023-06-09	1	83.0	Near-Prime	0.0	270000.0	30.0	Near-Prime	0.0	390000.0	Graduate	382000.0	3821000.0	0		Ojo	Ijebu Ode	Commercial bank	Utilities		1987-11-08	With Relatives	Widowed	0								Abia State				10.0	",,,
"1891	190000.0	2023-04-13	1	443.0	Near-Prime	443.0	170000.0	0.0	Near-Prime	0.0	0.0	Graduate	222000.0	1141000.0	0	0.0	Lagos Island	Ibeju/Lekki	Waste collection"," treatment and disposal	Education	2.0	1999-01-04	With Friends	Widowed	1								Borno State	28000.0	3.0	19.0	10.0	",,
"1892	120000.0	2023-06-27	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	105000.0	679000.0	0		Lagos Island	Abeokuta North	Power generation/power plants	Utilities		1997-03-28	Renting	Married	0								kaduna State				15.0	",,,
"1893	840000.0	2023-09-11	1	0.0	Prime	0.0	0.0	30.0	Near-Prime	0.0	30000.0	Graduate	828000.0	5731000.0	0	0.0	Eleme	Shagamu	Pharmaceutical products and preparations	Oil and Gas	2.0	1991-02-12	Owner	Married	1	33.0	0.0	1000.0	0.0	210.0	18000.0	-5000.0	Kaduna State	5712000.0	17.0	11.0	14.0	23000.0",,,
"1894	570000.0	2023-07-07	1	0.0	Near-Prime	1.0	690000.0	0.0	Near-Prime	0.0	0.0	Graduate	460000.0	2461000.0	1	0.0	Kuje	Gwagwalada	Libraries", archives," museums and others	Utilities	12.0	1997-03-05	With Friends	Single	1	44.0	97900.0	200.0	0.0	270.0	99000.0	75000.0	ABIA State	235000.0	4.0	24.0	14.0	491000.0",
"1895	5180000.0	2023-09-07	0	0.0	Prime	0.0	1230000.0	0.0	Near-Prime	0.0	0.0	Post Graduate	5932000.0	30666000.0	0	3.0	Abeokuta South	Gwagwalada	Asset management	Consumer Goods	2.0	1980-03-08	Owner	Single	1	103.0	0.0	800.0	600.0	90.0	200000.0	-2184000.0	Enugu State	5074000.0	17.0	10.0	14.0	1000.0",,,
"1896	110000.0	2023-06-03	1	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	142000.0	1158000.0	0		Obafemi-Owode	Amuwo-Odofin	Oil - downstream	Waste Management Activities	4.0	1992-11-17	Renting	Divorced	1	9.0	68900.0	-631200.0	0.0	110.0	6000.0	-2000.0	Sokoto State	93000.0	14.0	27.0	12.0	1458000.0",,,
"1897	370000.0	2023-11-05	0		Prime		0.0		Prime		0.0	Graduate	418000.0	3114000.0	0		Ijebu North	Kosofe	Remediation activities	Real estate activities	8.0		With Relatives	Widowed	1	40.0		100.0	0.0	190.0			Gombe State	42000.0	1.0	26.0	11.0	0.0",,,
"1898	170000.0	2023-03-16	1	0.0	Prime	0.0		0.0	Near-Prime	0.0		Graduate	209000.0	9714000.0	0		Amuwo-Odofin	Abuja Municipal	Leather and related products	Consumer Goods		1998-11-30	With Relatives	Widowed	0		0.0	0.0	0.0	40.0	-0.0	0.0	Kogi State				7.0	",,,
"1899	230000.0	2023-06-12	0		Near-Prime		0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	188000.0	1847000.0	0		Shomolu	Ifako-Ijaye	Land transport	Agriculture		1965-06-06	Renting	Widowed	0								Kogi State				13.0	",,,
"1900	1360000.0	2023-05-24	0	0.0	NTC	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	1621000.0	8910000.0	0	2.0	Mushin	Epe	Religious bodies	Information and communication	0.0	1972-03-21	With Friends	Single	1	210.0							OYO State	419000.0	13.0	10.0	12.0	",,,
"1901	220000.0	2023-08-01	0	0.0	NTC	0.0	0.0		Sub-Prime		0.0	Post Graduate	210000.0	6668000.0	0		Abeokuta North	Ojo	Transport-related services	Real estate activities		1970-03-31	With Friends	Divorced	0			-16100.0	600.0	120.0			Abia State				13.0	7000.0",,,
"1902	3090000.0	2023-09-06	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	1790000.0	Secondary	2770000.0	11948000.0	0		Ijebu North	Eti-Osa	Transport related	Government	1.0	1983-09-18	With Friends	Divorced	0	107.0							kaduna State				15.0	",,,
"1903	170000.0	2023-05-25	1	0.0	Near-Prime	0.0	10000.0	0.0	Prime	0.0	0.0	Post Graduate	319000.0	2726000.0	0		Abaji	Port-Harcourt	Gasoline stations	Waste Management Activities	2.0	1996-07-17	Renting	Widowed	0								Ogun State				10.0	",,,
"1904	100000.0	2023-05-08	0	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	707000.0	4630000.0	1		Port Harcourt	Badagry	Restaurant	Real estate activities	2.0	1994-01-18	With Relatives	Widowed	1	14.0	0.0	0.0	100.0	100.0	7000.0	-61000.0	Edo State	70000.0	3.0	19.0	11.0	22000.0",,,
"1905	810000.0	2023-07-07	0	0.0	NTC	0.0	390000.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	876000.0	4088000.0	0		Shomolu	Gwagwalada	Electronics	Utilities		1993-01-03	With Friends	Married	0			-26900.0	0.0	90.0			Ondo State				17.0	0.0",,,
"1906	250000.0	2023-06-19	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Graduate	254000.0	1496000.0	0	3.0	Shagamu	Port Harcourt	Warehousing and support activities	Arts"," entertainment and recreation	17.0		With Friends	Single	1	51.0							Ekiti State	176000.0	12.0	25.0	16.0	",,
"1907	830000.0	2023-10-22	0	0.0	Near-Prime	0.0	20000.0	0.0	Near-Prime	0.0	0.0	Graduate	746000.0	4047000.0	0		Kuje	Ikwerre	Water collection"," treatment and supply	Waste Management Activities		1979-06-07	Renting	Divorced	0			-115700.0	0.0	100.0			Nasarawa State				3.0	0.0",,
"1908	1750000.0	2023-09-18	0	0.0	NTC	0.0	0.0		Near-Prime		0.0	Graduate	1779000.0	9872000.0	1		Ado-Odo/Ota	Asari-Toru	Computer programming"," consultancy and related activities	Construction		1976-11-23	Renting	Divorced	0			300.0	0.0	280.0			kaduna State				15.0	",,
"1909	350000.0	2023-08-13	0		Near-Prime		0.0	0.0	NTC	0.0	0.0	Graduate	438000.0	1971000.0	1		Shomolu	Amuwo-Odofin	Power generation/power plants	Arts"," entertainment and recreation		1999-04-24	With Friends	Single	0		2533400.0	1800.0	600.0	60.0	874000.0	-162000.0	Ondo State				14.0	1091000.0",,
"1910	1150000.0	2023-05-06	0	0.0	Near-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Graduate	1362000.0	9315000.0	0		Abeokuta North	Ikenne	Other business support activities	Services	3.0	1983-08-24	Owner	Divorced	0	204.0							Niger State				13.0	",,,
"1911	900000.0	2023-06-10	0	0.0	Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	911000.0	11558000.0	1		Oshodi-Isolo	Eleme	Confectionaries	Online	2.0	1981-11-29	With Relatives	Married	0	19.0	8205700.0	-414600.0	0.0	140.0	-21000.0	-2324000.0	Gombe State				10.0	0.0",,,
"1912	140000.0	2023-05-17	0		Near-Prime		0.0	0.0	Sub-Prime	0.0	0.0	Primary	173000.0	1125000.0	0		Ifo	Oshodi-Isolo	Leather and related products	Utilities	1.0	1997-06-04	Owner	Widowed	0								Yobe State				10.0	",,,
"1913	960000.0	2023-04-15	0	0.0	Sub-Prime	0.0		0.0	Near-Prime	0.0	0.0	Graduate	2411000.0	8017000.0	0		Surulere	Surulere	Other waste management services	Waste Management Activities	0.0	1995-09-08	With Relatives	Married	1								Gombe State	452000.0	20.0	13.0	22.0	",,,
"1914	680000.0	2023-04-06	0	0.0	NTC	0.0	0.0	0.0	Prime	0.0	0.0	Primary	2528000.0	81953000.0	0		Shomolu	Oshodi-Isolo	Other Manufacturing	Consumer Goods	2.0	1991-12-11	With Relatives	Divorced	0	40.0							Nasarawa State				13.0	",,,
"1915	230000.0	2023-04-19	1		Near-Prime				Prime			Graduate	332000.0	2777000.0	0	1.0	Ojo	Ibadan Central	Transactions	Real estate activities	0.0	1993-11-05	Owner	Widowed	0	51.0							Kogi State				14.0	",,,
"1916	170000.0	2023-04-28	1	0.0	Near-Prime	0.0	0.0	109.0	Sub-Prime	109.0	0.0	HND	168000.0	1136000.0	0		Agege	Port Harcourt	Civil engineering	Arts"," entertainment and recreation		1995-02-24	With Friends	Single	0								Cross River State				13.0	",,
"1917	210000.0	2023-03-09	1	0.0	Prime	0.0		0.0	Near-Prime	0.0		Graduate	384000.0	3442000.0	1		Shagamu	Oshodi-Isolo	Crop Production	Mining and Quarrying		1998-02-26	With Relatives	Divorced	0								Kebbi State				11.0	",,,
"1918	240000.0	2023-05-27	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	1015000.0	7755000.0	0		Bwari	Asari-Toru	Computer"," electronic and electrical products	Construction		1999-12-16	Owner	Married	0								Gombe State				11.0	",,
"1919	190000.0	2023-07-16	0	0.0	NTC	0.0	80000.0	0.0	Prime	0.0	0.0	Graduate	248000.0	209000.0	0		Lagos Mainland	Kwali	Merchant Banks and Other Wealth Management institutions	Extraterritorial organizations	2.0	1999-07-07	Renting	Married	1	52.0	441700.0	-20900.0	0.0	80.0	-3000.0	0.0	Ogun State	21000.0	1.0	35.0	17.0	0.0",,,
"1920	1750000.0	2023-04-12	0	0.0	Sub-Prime	0.0	0.0		Near-Prime			Graduate	2576000.0	25392000.0	1		Kosofe	Port-Harcourt	Libraries", archives," museums and others	Waste Management Activities			With Relatives	Widowed	0								Kano State				12.0	",
"1921	2990000.0	2023-03-25	0	715.0	Prime	715.0	90000.0	0.0	Prime	0.0	0.0	Primary	2507000.0	32350000.0	0	2.0	Shagamu	Kwali	Charity	General	2.0	1983-10-29	With Friends	Married	0	1.0							OYO State				30.0	",,,
"1922	2330000.0	2023-08-26	0		NTC		0.0		Prime		0.0	Graduate	2371000.0	13287000.0	0		Kuje	Ifo	Other education	Online		1977-03-14	With Friends	Single	0								Kogi State				11.0	",,,
"1923	160000.0	2023-06-03	1	180.0	NTC	0.0	40000.0	0.0	Sub-Prime	0.0	0.0	Graduate	233000.0	1461000.0	0		Shomolu	Obafemi-Owode	Travel agency", tourism," and related activities	General	0.0	1987-08-04	With Relatives	Married	0								Kaduna State				10.0	",
"1924	2360000.0	2023-08-22	0		NTC		0.0	0.0	Sub-Prime	0.0	1900000.0	Post Graduate	4591000.0	23479000.0	0		Port Harcourt	Abeokuta South	Building materials	Construction		1989-05-26	Renting	Married	0								Rivers State				15.0	",,,
"1925	240000.0	2023-05-31	1	180.0	NTC	0.0	50000.0		NTC		0.0	Secondary	197000.0	977000.0	0		Amuwo-Odofin	Ikenne	Multilateral Development Agencies (MDA)	Education	2.0	1994-04-02	With Friends	Married	0	409.0							Bayelsa State				13.0	",,,
"1926	110000.0	2023-04-16	1	0.0	Near-Prime	0.0	0.0	0.0	NTC	0.0	0.0	HND	1222000.0	7310000.0	0		Mushin	Mushin	Water transport	Real estate activities	0.0	1997-05-06	Owner	Married	1	24.0							LAGOS State	96000.0	13.0	6.0	11.0	",,,
"1927	190000.0	2023-05-10	0	0.0	Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Secondary	300000.0	1478000.0	1		Ijebu North	Amuwo-Odofin	Plantation	Professional"," scientific and technical activities	3.0	1988-09-27	With Friends	Married	0	31.0							Yobe State				17.0	",,
"1928	200000.0	2023-06-22	1	180.0	Near-Prime	0.0	10000.0		Prime		0.0	Post Graduate	248000.0	1158000.0	1		Lagos Mainland	Ifako-Ijaye	Office equipment	Online		1970-03-25	Owner	Divorced	1								Ondo State	145000.0	13.0	30.0	15.0	",,,
"1929	5240000.0	2023-07-06	0	0.0	Prime	0.0	1990000.0		Prime		0.0	Graduate	4358000.0	42833000.0	1		Bwari	Ikorodu	Gasoline stations	Construction	1.0	1969-11-22	Owner	Single	0								Borno State				14.0	",,,
"1930	420000.0	2023-06-02	0	0.0	Sub-Prime	0.0	50000.0	0.0	Near-Prime	0.0	0.0	Post Graduate	574000.0	200000.0	1	1.0	Ajeromi-Ifelodun	Epe	Lending	Professional"," scientific and technical activities		1996-04-02	Owner	Married	0	54.0	3311900.0	-55500.0	0.0	120.0	-58000.0	-61000.0	Kogi State				18.0	70000.0",,
"1931	160000.0	2023-06-20	1	0.0	Sub-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Post Graduate	176000.0	1189000.0	0		Ojo	Ojo	Real Estate Construction	Services		1991-12-05	With Relatives	Married	0								OSUN State				17.0	",,,
"1932	1040000.0	2023-10-15	0		NTC				Prime			Post Graduate	1224000.0	16769000.0	0		Badagry	Gwagwalada	Courier/freight/delivery	Human health and social work activities	3.0	1989-10-12	With Relatives	Married	1			100.0	900.0	190.0			Ondo State	5758000.0	19.0	7.0	18.0	",,,
"1933	160000.0	2023-07-03	1	0.0	NTC	0.0	0.0		Near-Prime		0.0	HND	242000.0	2325000.0	0		Ikeja	Kwali	Building materials	Oil and Gas		1977-06-02	With Relatives	Single	0	59.0							Abia State				11.0	",,,
"1934	700000.0	2023-10-12	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	2139000.0	12633000.0	0		Ifo	Ibeju/Lekki	Other waste management services	Services		1976-10-30	Owner	Widowed	1	19.0		2600.0	0.0	240.0			Akwa Ibom State	191000.0	11.0	17.0	3.0	8000.0",,,
"1935	2800000.0	2023-04-05	0	0.0	Sub-Prime	0.0	2930000.0	0.0	Near-Prime	0.0	0.0	Graduate	3081000.0	19929000.0	1	2.0	Shomolu	Oshodi-Isolo	Gasoline stations	Online	13.0	1979-05-22	Renting	Single	0	56.0							Gombe State				14.0	",,,
"1936	210000.0	2023-04-17	1	0.0	NTC	0.0			NTC			Secondary	295000.0	1601000.0	0		Kosofe	Ikenne	Computer programming"," consultancy and related activities	Construction		1989-04-15	Owner	Widowed	0								Jigawa State				10.0	",,
"1937	2460000.0	2023-07-08	0	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	1660000.0	9085000.0	0		Abeokuta North	Alimosho	Other waste management services	Information and communication	4.0	1991-12-25	Owner	Widowed	0		982500.0	-18800.0	100.0	80.0	44000.0	-68000.0	Edo State				13.0	150000.0",,,
"1938	190000.0	2023-06-06	1	0.0	Sub-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Secondary	368000.0	2987000.0	0		Port Harcourt	Oshodi-Isolo	Office equipment	Finance	2.0	1991-11-09	With Relatives	Married	1								Ebonyi State	536000.0	10.0	16.0	12.0	",,,
"1939	200000.0	2023-07-05	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	198000.0	1144000.0	0		Kuje	Obafemi-Owode	Pharmaceuticals	Online		1986-11-17	With Friends	Married	0		5900.0	200.0	100.0	50.0	-0.0	-27000.0	Ondo State				13.0	35000.0",,,
"1940	130000.0	2023-06-05	0	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	155000.0	650000.0	0		Abeokuta North	Gwagwalada	Drug retailers	Online	2.0	1998-08-30	Renting	Married	0		0.0	100.0	0.0	40.0	-54000.0	49000.0	ABIA State				16.0	0.0",,,
"1941	240000.0	2023-04-02	0	180.0	NTC	0.0	130000.0		Sub-Prime			Post Graduate	2712000.0	36759000.0	0		Bwari	Ibeju/Lekki	Transport related	Waste Management Activities		1986-06-28	With Friends	Widowed	0								Taraba State				11.0	",,,
"1942	180000.0	2023-07-10	1		Sub-Prime		0.0	0.0	Near-Prime	0.0	0.0	HND	488000.0	3192000.0	0		Kuje	Agege	Power generation/power plants	Finance	6.0	1999-03-07	With Relatives	Divorced	1	73.0							Kebbi State	296000.0	10.0	15.0	12.0	",,,
"1943	2110000.0	2023-09-06	0		NTC		0.0		Sub-Prime		0.0	HND	2581000.0	95590000.0	1		Surulere	Kwali	Asset management	Administrative and support service activities		1990-04-10	With Relatives	Divorced	0		0.0	-448900.0	0.0	70.0	-77000.0	97000.0	Edo State				13.0	0.0",,,
"1944	120000.0	2023-04-05	1	0.0	Sub-Prime	0.0		0.0	NTC	0.0		Post Graduate	110000.0	1167000.0	0		Ifako-Ijaye	Ajeromi-Ifelodun	Other education	Construction			With Friends	Widowed	0		0.0	0.0	0.0	50.0	-22000.0	11000.0	Ogun State				10.0	",,,
"1945	140000.0	2023-05-15	1	0.0	Prime	0.0	0.0	0.0	NTC	0.0	0.0	Post Graduate	164000.0	1228000.0	0		Surulere	Ibadan Central	Information service activities	Agriculture	0.0	1980-06-21	With Relatives	Married	0		0.0	0.0	0.0	80.0	-5000.0	13000.0	Gombe State				13.0	0.0",,,
"1946	110000.0	2023-06-08	1		Sub-Prime				Near-Prime			Primary	142000.0	2954000.0	0		Kosofe	Obafemi-Owode	Crop Production	Real estate activities	2.0	1980-10-14	With Friends	Widowed	0		0.0	0.0	500.0	200.0	34000.0	37000.0	Ogun State				14.0	53000.0",,,
"1947	190000.0	2023-06-16	1	117.0	Sub-Prime	117.0	10000.0	0.0	Prime	0.0	10000.0	Post Graduate	290000.0	1783000.0	1	0.0	Ifo	Apapa	Office equipment	Wholesale and retail trade	1.0		With Relatives	Single	1	325.0							Gombe State	42000.0	3.0	5.0	13.0	",,,
"1948	530000.0	2023-03-15	1	118.0	Near-Prime	118.0	20000.0	0.0	Prime	0.0	0.0	Graduate	2634000.0	22842000.0	0	0.0	Ojo	Ojo	Water collection"," treatment and supply	Administrative and support service activities	3.0	1989-05-20	Owner	Married	1	8.0	1400.0	200.0	0.0	190.0	-17000.0	-5000.0	Kebbi State	565000.0	11.0	14.0	10.0	",,
"1949	180000.0	2023-06-17	1	0.0	Near-Prime	0.0	0.0		Near-Prime		0.0	Graduate	548000.0	3117000.0	0		Kwali	Ikenne	Textiles/apparels	Online		1997-10-01	Renting	Married	0								Taraba State				13.0	",,,
"1950	220000.0	2023-03-17	1	0.0	NTC	707.0	0.0	0.0	Near-Prime	0.0	70000.0	Graduate	219000.0	1053000.0	0	1.0	Ikeja	Ibeju/Lekki	Other manufacturing	Administrative and support service activities	2.0	1989-04-28	Owner	Divorced	1	37.0							Sokoto State	889000.0	13.0	9.0	23.0	",,,
"1951	5950000.0	2023-08-10	0	0.0	Near-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	5075000.0	107602000.0	0		Ijebu Ode	Ibadan Central	Home Developers	Online	9.0	1976-08-27	With Relatives	Married	1								Enugu State	4235000.0	16.0	9.0	13.0	",,,
"1952	200000.0	2023-06-13	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	193000.0	1483000.0	0		Alimosho	Agege	Wholesale trade	General	0.0	1987-03-04	Owner	Married	0								Kogi State				13.0	",,,
"1953	4450000.0	2023-09-29	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	HND	5079000.0	372492000.0	0	3.0	Ibeju/Lekki	Ikenne	Field services	Utilities	5.0	1978-04-10	With Friends	Married	1	6.0							Abia State	1005000.0	8.0	6.0	16.0	",,,
